emp_id,gender,dept,total_months,working_days,absent_days,total_leaves,previous_salary,performance_rating,current_salary,is_risk
47808,Male,Finance,54,23.0,2.0,14,96484.0,1,91896.59910035774,1
47809,Female,Finance,84,20.0,6.0,0,104701.0,2,106709.7414552269,1
47810,Female,Ops,118,22.0,0.0,8,41062.0,6,43225.56483131292,0
47811,Male,Ops,77,20.0,2.0,8,63135.0,7,78593.93205770294,0
47812,Female,Tech,6,24.0,6.0,5,39823.0,8,44687.97686075427,0
47813,Female,HR,74,25.0,1.0,5,144623.0,5,176106.2723086136,0
47814,Male,Sales,53,22.0,9.0,5,148197.0,8,150852.5602981451,0
47815,Male,Tech,26,22.0,7.0,10,133996.0,6,124464.99780546274,0
47816,Female,Sales,70,22.0,6.0,3,42656.0,4,48589.54638979743,0
47817,Male,HR,26,,2.0,8,112388.0,2,132885.293427782,1
47818,Male,HR,28,,7.0,7,103196.0,3,108278.44976128297,0
47819,Male,Tech,76,25.0,7.0,8,40062.0,8,43451.93011371508,0
47820,Female,Ops,53,23.0,3.0,11,129368.0,9,141179.82747483582,0
47821,Female,Ops,61,21.0,,6,84141.0,2,93087.9024004709,1
47822,Male,Ops,40,22.0,3.0,1,127416.0,10,148998.76251845792,0
47823,Male,Finance,68,21.0,3.0,5,147897.0,2,165312.5960524051,1
47824,Female,Finance,88,20.0,1.0,14,51287.0,3,56779.74305853603,0
47825,Female,Tech,15,24.0,6.0,14,52443.0,10,,0
47826,Female,Finance,88,25.0,,11,97271.0,7,115468.79935626841,0
47827,Female,Sales,13,22.0,0.0,7,98667.0,6,126204.8050663451,0
47828,Female,Tech,67,20.0,1.0,5,78575.0,4,76319.23802012905,0
47829,Female,Tech,117,,2.0,2,,3,144749.9791085406,0
47830,Male,HR,91,23.0,1.0,10,136931.0,9,137652.08619743053,0
47831,Male,HR,103,23.0,9.0,6,70102.0,10,70207.78254000357,0
47832,Male,Tech,45,21.0,8.0,12,110152.0,9,101510.25131947864,0
47833,Female,Ops,79,20.0,6.0,11,107942.0,1,105642.01233208852,1
47834,Male,HR,26,22.0,2.0,3,130485.0,9,148779.03261995324,0
47835,Male,,56,20.0,9.0,5,35790.0,1,41431.3027926175,1
47836,Male,Tech,23,23.0,7.0,5,49473.0,7,54734.81138285972,0
47837,Male,,39,22.0,3.0,3,51573.0,7,57808.505458001004,0
47838,Male,Tech,97,21.0,8.0,0,84651.0,4,83665.75837073369,0
47839,Male,Sales,21,21.0,0.0,4,130928.0,9,161464.57275975015,0
47840,Male,HR,14,24.0,,1,116572.0,10,111930.44371794118,0
47841,Female,Ops,13,21.0,5.0,3,145808.0,9,180218.89525861418,0
47842,Male,Sales,32,24.0,6.0,12,90813.0,5,99780.39280068032,0
47843,Male,Ops,106,21.0,7.0,14,60326.0,8,55377.32364032102,0
47844,Female,,108,23.0,0.0,3,73671.0,7,80499.77210449526,0
47845,Male,Ops,12,25.0,3.0,0,147469.0,9,183752.02297316934,0
47846,Female,Sales,63,23.0,7.0,6,80371.0,2,90741.71304985153,1
47847,Male,Tech,52,24.0,7.0,5,107760.0,6,126526.96534507546,0
47848,Female,Tech,74,22.0,8.0,3,66030.0,4,66578.01545962034,0
47849,Male,HR,22,24.0,2.0,12,36236.0,10,45772.2853173453,0
47850,Male,Tech,47,20.0,3.0,0,127200.0,1,161146.92333095503,1
47851,Male,Finance,25,20.0,7.0,1,91120.0,7,104915.17008950633,0
47852,Male,HR,108,24.0,9.0,1,80860.0,9,72797.72972489813,0
47853,Male,Tech,116,25.0,1.0,10,102070.0,5,124802.03176656525,0
47854,Female,Tech,111,24.0,6.0,14,86635.0,6,,0
47855,Male,Finance,93,22.0,9.0,0,105568.0,9,132095.74704000706,0
47856,Female,Ops,71,21.0,0.0,6,36106.0,6,38244.13213809149,0
47857,Male,Tech,114,25.0,1.0,6,,1,109504.73944447184,1
47858,Male,Sales,35,23.0,7.0,8,146877.0,6,159191.6459167796,0
47859,Male,Ops,93,21.0,6.0,12,35170.0,3,41647.21259470359,0
47860,Female,Sales,80,24.0,7.0,3,110657.0,5,135948.15533360394,0
47861,Female,Ops,72,23.0,1.0,12,57952.0,2,63617.342702583635,1
47862,Female,Sales,51,23.0,2.0,8,127548.0,7,139180.64478038708,0
47863,Female,Tech,59,,3.0,7,67323.0,1,82587.57860982318,1
47864,Female,Sales,73,23.0,0.0,11,120741.0,10,121010.7986966049,0
47865,Male,Tech,20,21.0,6.0,9,142820.0,2,134310.19814388774,1
47866,Male,Finance,19,23.0,6.0,8,66782.0,1,79644.04937342528,1
47867,Female,Sales,16,21.0,0.0,11,,3,150647.63546191558,0
47868,Female,HR,62,25.0,7.0,6,54987.0,8,63975.17205906266,0
47869,Male,HR,29,21.0,5.0,2,114810.0,4,104379.03971890768,0
47870,Male,Sales,98,20.0,0.0,13,90986.0,5,91654.72766418007,0
47871,Female,Tech,92,25.0,3.0,9,33925.0,5,31687.224321974245,0
47872,Female,Ops,34,23.0,,12,48741.0,3,52664.88252064662,0
47873,Male,Finance,81,24.0,2.0,10,116235.0,2,147481.65014087822,1
47874,Female,Sales,4,22.0,5.0,5,97538.0,10,,0
47875,Male,Finance,55,20.0,3.0,14,43488.0,3,40101.95909828923,0
47876,Female,Tech,52,21.0,6.0,8,109097.0,1,115966.32210632043,1
47877,Female,HR,98,25.0,3.0,0,121187.0,10,,0
47878,Male,Tech,30,20.0,1.0,13,77374.0,8,93582.28977367528,0
47879,Male,Tech,109,20.0,4.0,9,30000.0,3,30521.601778460557,0
47880,Female,Sales,59,25.0,5.0,4,66067.0,4,62427.022299073884,0
47881,Male,Finance,64,22.0,9.0,8,52427.0,1,,1
47882,Female,Ops,38,24.0,3.0,3,84112.0,5,93767.62976314012,0
47883,Female,Finance,30,22.0,3.0,0,88040.0,2,80723.83022185901,1
47884,Male,Ops,95,21.0,5.0,0,,1,123273.54193963743,1
47885,Male,HR,43,24.0,9.0,9,128801.0,10,148153.2660238359,0
47886,Male,Finance,96,24.0,3.0,4,88241.0,9,109024.17017379175,0
47887,Female,Ops,56,25.0,4.0,14,93230.0,3,113029.39859640918,0
47888,Male,Finance,98,20.0,7.0,5,71655.0,7,74563.40315594566,0
47889,Male,Tech,109,20.0,5.0,11,67332.0,10,69939.63375950028,0
47890,Male,HR,82,23.0,6.0,10,87024.0,7,109429.03038130647,0
47891,Female,Finance,6,24.0,1.0,11,43423.0,6,42635.16655070689,0
47892,Male,Tech,115,22.0,0.0,1,133731.0,5,173372.92939537505,0
47893,Male,Tech,3,22.0,4.0,2,135915.0,3,,0
47894,Male,HR,40,25.0,0.0,8,58826.0,4,71560.90369434994,0
47895,Male,Finance,78,20.0,9.0,2,35146.0,2,41603.41750913097,1
47896,Female,Sales,115,23.0,8.0,2,85178.0,2,108716.19976181416,1
47897,Female,Sales,38,24.0,7.0,10,45418.0,4,51123.48323167521,0
47898,Female,Sales,17,,5.0,6,67500.0,10,71130.28187760462,0
47899,Female,Tech,51,24.0,5.0,0,124681.0,3,138602.53443564923,0
47900,Male,Finance,27,,5.0,8,148048.0,3,179585.79282699194,0
47901,Female,Ops,37,,,12,133901.0,3,138346.60246474383,0
47902,Male,Finance,26,23.0,5.0,7,71600.0,2,84715.31275309094,1
47903,Female,HR,78,24.0,1.0,5,49422.0,4,64027.36648251535,0
47904,Male,Ops,60,20.0,1.0,0,52923.0,5,57766.38443321894,0
47905,Male,HR,100,25.0,,7,82716.0,9,84423.32794623474,0
47906,Male,,88,23.0,9.0,14,59374.0,9,56169.43929361783,0
47907,Female,HR,21,21.0,8.0,8,72692.0,9,85060.07421263933,0
47908,Female,Tech,65,22.0,6.0,6,138631.0,6,144110.20360194222,0
47909,Female,,62,23.0,8.0,12,,2,89390.00555002023,1
47910,Male,Finance,42,23.0,0.0,3,145871.0,4,153635.31160270586,0
47911,Female,Ops,96,24.0,9.0,4,57667.0,10,58786.77051323528,0
47912,Male,Ops,63,25.0,1.0,10,71202.0,8,78159.0607181512,0
47913,Female,HR,75,24.0,8.0,5,90120.0,10,103167.4055591882,0
47914,Female,Sales,58,21.0,8.0,4,87250.0,7,96137.25107075677,0
47915,Female,Finance,112,22.0,3.0,7,35465.0,6,37895.201649416354,0
47916,Female,Tech,81,22.0,1.0,11,92907.0,10,116568.44872960876,0
47917,Female,HR,62,23.0,1.0,9,101495.0,9,129301.51481712733,0
47918,Male,Finance,67,22.0,6.0,1,123777.0,9,148249.59320526745,0
47919,Female,Finance,101,21.0,7.0,10,69932.0,8,89128.27940326666,0
47920,Female,Sales,29,25.0,8.0,13,70177.0,10,66808.51524110946,0
47921,Female,Ops,19,25.0,3.0,6,78815.0,5,77100.54014035684,0
47922,Male,Sales,107,,,5,128085.0,5,146702.64597499472,0
47923,Female,HR,117,20.0,4.0,5,58170.0,5,70992.24826370632,0
47924,Female,HR,97,,5.0,13,,1,104859.70206839159,1
47925,Male,Sales,113,20.0,3.0,7,145700.0,3,162243.76881323414,0
47926,Female,Finance,103,21.0,5.0,7,144022.0,5,,0
47927,Male,Ops,111,23.0,9.0,12,103780.0,5,122629.23175622197,0
47928,Male,HR,5,24.0,2.0,10,64127.0,5,76760.13264386964,0
47929,Female,Sales,66,25.0,0.0,3,56314.0,4,,0
47930,Male,HR,9,21.0,0.0,6,40270.0,6,48108.8583671274,0
47931,Female,Ops,41,20.0,5.0,6,109185.0,6,127842.57246166331,0
47932,Male,Tech,25,21.0,7.0,6,59918.0,9,76637.06116030301,0
47933,Female,Tech,116,24.0,7.0,12,103355.0,7,97695.03697421768,0
47934,Male,Finance,84,23.0,8.0,11,130625.0,5,132547.3592376868,0
47935,Male,Finance,75,23.0,4.0,1,125778.0,6,119989.22886581985,0
47936,Male,Tech,12,23.0,5.0,11,77923.0,8,79646.93000713082,0
47937,Female,Ops,65,22.0,,6,41449.0,6,47872.99435404158,0
47938,Male,Sales,88,21.0,0.0,6,83289.0,9,89493.41916959688,0
47939,Female,Sales,81,21.0,2.0,2,30206.0,2,38510.679591254346,1
47940,Female,Ops,16,22.0,2.0,13,117893.0,1,107363.32891504726,1
47941,Male,Sales,55,24.0,8.0,13,76694.0,5,72989.07021092225,0
47942,Female,Finance,110,24.0,5.0,5,,5,49786.80584058849,0
47943,Female,Sales,38,20.0,5.0,0,89685.0,3,110956.43565780194,0
47944,Male,Sales,43,24.0,,0,81782.0,7,96840.94513871206,0
47945,Female,Finance,8,25.0,8.0,7,76780.0,5,77243.51843560586,0
47946,Female,HR,53,24.0,7.0,7,44712.0,1,49292.168546229484,1
47947,Male,Tech,61,23.0,7.0,7,89518.0,4,93822.93652943811,0
47948,Male,Sales,88,25.0,7.0,12,89937.0,1,107665.23114287891,1
47949,Male,Tech,70,25.0,2.0,13,83909.0,2,,1
47950,Male,Tech,46,21.0,3.0,5,75957.0,2,79063.86190754548,1
47951,Female,,9,23.0,0.0,14,64084.0,8,69901.89826265021,0
47952,Female,Ops,67,21.0,6.0,5,65184.0,4,70763.55352235625,0
47953,Female,Ops,100,21.0,5.0,10,43903.0,3,,0
47954,Male,HR,23,21.0,3.0,9,115958.0,10,137461.2101581209,0
47955,Female,HR,31,20.0,1.0,7,76759.0,8,84152.82972535136,0
47956,Male,Tech,34,23.0,3.0,12,113479.0,7,142934.32752580647,0
47957,Female,Tech,102,22.0,1.0,8,146129.0,10,,0
47958,Male,Tech,104,25.0,0.0,1,143844.0,10,178326.8857093073,0
47959,Female,Tech,35,22.0,7.0,6,51514.0,4,66930.77908706368,0
47960,Female,Finance,48,20.0,8.0,2,89837.0,7,113440.99156646246,0
47961,Male,Tech,81,23.0,9.0,14,109502.0,3,130862.6260299039,0
47962,Female,Ops,21,20.0,1.0,12,,1,38276.57478960968,1
47963,Female,Tech,116,20.0,3.0,13,101818.0,2,96630.62089328509,1
47964,Female,Ops,67,25.0,6.0,12,39724.0,10,38104.0560377106,0
47965,Female,Ops,38,23.0,8.0,6,146036.0,7,141234.954227782,0
47966,Male,Tech,53,25.0,6.0,9,104874.0,7,108181.9078396134,0
47967,Female,Tech,35,25.0,6.0,14,56511.0,10,54987.20809398508,0
47968,Male,Sales,98,24.0,6.0,13,121865.0,7,127532.60810590336,0
47969,Male,Ops,115,22.0,4.0,0,139453.0,5,145515.11811903142,0
47970,Male,Tech,14,22.0,3.0,4,128173.0,8,123689.9974935137,0
47971,Female,Tech,80,21.0,,11,58292.0,5,68065.69923561564,0
47972,Male,Sales,58,21.0,2.0,0,84750.0,9,94242.51529992995,0
47973,Male,Finance,68,,9.0,6,32078.0,4,39389.524818396436,0
47974,Male,,73,25.0,5.0,5,78047.0,2,86397.68871916014,1
47975,Female,Ops,38,23.0,3.0,11,133069.0,9,152584.55758904482,0
47976,Female,Sales,15,20.0,6.0,13,109398.0,2,111782.09653710999,1
47977,Male,Finance,54,20.0,8.0,12,80707.0,1,83019.37068678015,1
47978,Male,HR,65,20.0,9.0,11,104228.0,8,116714.22377020294,0
47979,Female,Sales,10,23.0,4.0,7,137541.0,6,138898.08602190926,0
47980,Male,Tech,116,23.0,0.0,3,40937.0,4,,0
47981,Female,Tech,11,23.0,6.0,10,51454.0,6,49747.06943685094,0
47982,Male,Tech,95,23.0,2.0,9,63635.0,3,61290.217137078995,0
47983,Female,HR,115,25.0,3.0,5,66070.0,7,84070.33097433166,0
47984,Female,Tech,36,23.0,0.0,11,46458.0,9,45077.53902895423,0
47985,Female,HR,98,23.0,9.0,2,101979.0,10,128389.00419287101,0
47986,Male,Sales,57,21.0,3.0,10,114325.0,3,105027.44062925185,0
47987,Male,HR,38,23.0,3.0,6,92491.0,9,91236.47806785029,0
47988,Female,Tech,81,22.0,,13,100966.0,8,99727.24711760864,0
47989,Female,Ops,68,21.0,5.0,7,,1,123552.18781758855,1
47990,Male,Tech,107,21.0,4.0,8,55362.0,5,62781.85704572303,0
47991,Female,HR,37,25.0,5.0,12,124446.0,5,141804.4363203479,0
47992,Male,,18,21.0,8.0,13,,5,71164.14723303617,0
47993,Female,Finance,39,23.0,6.0,9,46842.0,5,55544.06464861777,0
47994,Female,Finance,36,20.0,1.0,1,35271.0,7,40632.38445759853,0
47995,Male,Finance,117,24.0,4.0,0,37567.0,4,44761.15880937078,0
47996,Male,Tech,40,23.0,8.0,10,,3,76745.86124990988,0
47997,Female,HR,7,24.0,8.0,6,111182.0,6,101838.74012500158,0
47998,Male,Finance,76,22.0,4.0,1,130729.0,1,148346.05439956448,1
47999,Female,Ops,19,23.0,,9,118274.0,9,123981.82648972432,0
48000,Male,Sales,37,25.0,7.0,4,77599.0,8,99515.28290415269,0
48001,Female,Sales,8,23.0,1.0,7,63320.0,9,66722.19098471549,0
48002,Male,Finance,74,24.0,2.0,9,69044.0,4,68254.4360267422,0
48003,Male,Finance,36,22.0,7.0,5,123643.0,3,150825.04115174248,0
48004,Female,Finance,71,21.0,0.0,6,107024.0,8,104831.02421131078,0
48005,Female,,92,21.0,2.0,1,68538.0,2,62501.659869388575,1
48006,Female,Finance,41,22.0,1.0,14,41422.0,1,48446.62497658504,1
48007,Female,Ops,43,21.0,3.0,9,38001.0,7,44929.619653225316,0
48008,Female,Ops,82,24.0,9.0,4,,8,38850.2602542462,0
48009,Female,Ops,37,24.0,3.0,8,116659.0,8,110274.29750488648,0
48010,Male,Ops,65,22.0,2.0,12,78781.0,6,80807.11492647679,0
48011,Female,HR,54,25.0,8.0,6,97602.0,5,91760.05853837135,0
48012,Female,Finance,93,21.0,6.0,2,50479.0,3,63407.37303482523,0
48013,Female,Tech,119,21.0,4.0,12,130715.0,8,127653.4009974567,0
48014,Female,HR,86,,1.0,9,95916.0,5,113848.91154696805,0
48015,Male,Tech,118,21.0,5.0,4,73118.0,2,94262.88542643643,1
48016,Female,,22,20.0,2.0,4,,4,123614.36947180184,0
48017,Female,HR,47,23.0,5.0,2,42512.0,10,42299.37893547019,0
48018,Male,Finance,45,25.0,3.0,13,149760.0,9,156503.7340615693,0
48019,Male,HR,88,,6.0,6,43743.0,1,52001.38459044544,1
48020,Female,Sales,25,25.0,3.0,0,116658.0,1,117848.97802134763,1
48021,Male,Ops,20,20.0,0.0,14,41588.0,5,53613.8868277649,0
48022,Female,,30,,9.0,6,,1,169759.19474037897,1
48023,Male,HR,51,25.0,4.0,1,43404.0,8,44969.64627111599,0
48024,Male,Sales,71,22.0,9.0,9,67041.0,5,83063.365316601,0
48025,Male,Ops,3,21.0,4.0,11,52499.0,2,52173.0407105456,1
48026,Male,Tech,70,23.0,6.0,11,49310.0,6,48915.8916937692,0
48027,Male,Sales,80,24.0,,12,70717.0,7,89178.49254457842,0
48028,Female,Finance,77,22.0,4.0,13,130606.0,10,156566.28337043506,0
48029,Female,HR,7,25.0,9.0,14,135248.0,8,157284.34410180995,0
48030,Male,HR,29,23.0,6.0,11,89216.0,5,85204.7877097197,0
48031,Male,Sales,55,25.0,,9,78100.0,8,92105.04261739636,0
48032,Male,HR,75,20.0,5.0,6,84218.0,8,98941.49218821221,0
48033,Female,Ops,2,22.0,5.0,8,122387.0,10,,0
48034,Female,Ops,88,25.0,1.0,5,51476.0,3,48510.8562295768,0
48035,Female,Sales,26,23.0,1.0,10,,4,108169.67432653675,0
48036,Male,Sales,45,25.0,2.0,10,129442.0,7,131126.11194889335,0
48037,Female,Sales,54,21.0,0.0,12,84050.0,5,77916.11981129368,0
48038,Male,Finance,118,21.0,5.0,6,137644.0,5,132510.44389673692,0
48039,Male,HR,115,22.0,2.0,11,31814.0,2,34466.79079685035,1
48040,Male,Tech,38,21.0,7.0,9,46470.0,8,56712.88883226586,0
48041,Male,Tech,9,21.0,1.0,1,89420.0,1,100437.68498708218,1
48042,Female,Tech,102,20.0,5.0,6,55266.0,4,50691.632564742045,0
48043,Female,Sales,100,22.0,1.0,6,146376.0,7,136269.37958949298,0
48044,Male,Finance,105,24.0,3.0,10,142725.0,10,141807.52253731785,0
48045,Male,Finance,70,22.0,,3,99111.0,6,122392.79357307234,0
48046,Male,Tech,54,20.0,7.0,1,142585.0,6,130730.2701598587,0
48047,Male,,47,22.0,7.0,12,65212.0,7,58854.59942740545,0
48048,Male,Finance,94,23.0,4.0,9,38020.0,3,47276.51827856788,0
48049,Male,Sales,78,22.0,2.0,1,134099.0,10,168743.77881854528,0
48050,Female,Sales,48,22.0,1.0,2,146271.0,1,157947.07607585244,1
48051,Female,Tech,78,20.0,8.0,6,104258.0,4,130630.45312084691,0
48052,Female,Ops,78,22.0,1.0,13,50856.0,1,50716.56891165075,1
48053,Male,Sales,24,23.0,1.0,9,116112.0,1,113541.59810212183,1
48054,Female,Ops,82,25.0,5.0,12,66226.0,6,69908.44564309066,0
48055,Female,HR,2,22.0,8.0,9,34039.0,2,37142.87107493783,1
48056,Female,Sales,96,25.0,9.0,13,142431.0,2,142791.20282330844,1
48057,Female,Ops,90,21.0,7.0,8,85700.0,4,91644.25315072005,0
48058,Female,HR,31,23.0,3.0,1,125744.0,10,143785.6231012659,0
48059,Male,HR,21,22.0,9.0,14,89561.0,8,93317.20256907874,0
48060,Male,Tech,93,24.0,1.0,11,87682.0,3,104496.6719925362,0
48061,Male,Ops,78,25.0,4.0,2,100153.0,3,97063.24154499856,0
48062,Female,Tech,105,22.0,9.0,8,121610.0,2,115947.31207334458,1
48063,Male,HR,64,21.0,3.0,8,142009.0,4,178943.5141654833,0
48064,Female,Sales,49,21.0,1.0,13,49141.0,7,59808.896289022065,0
48065,Male,Sales,47,21.0,1.0,8,66344.0,6,73695.26757593206,0
48066,Female,Sales,1,23.0,1.0,9,,4,98859.75964934337,0
48067,Female,Ops,34,24.0,3.0,7,35827.0,2,45875.30857989256,1
48068,Male,Finance,32,23.0,5.0,12,105439.0,6,118936.60376458045,0
48069,Male,Tech,63,22.0,8.0,9,77012.0,7,71102.52115145882,0
48070,Female,Finance,112,24.0,9.0,13,52503.0,8,53000.48406473603,0
48071,Female,Finance,63,20.0,7.0,10,119469.0,5,146869.35277617254,0
48072,Male,HR,52,25.0,8.0,8,56862.0,8,55316.03716099727,0
48073,Male,Tech,39,25.0,6.0,6,129578.0,2,118167.22634226258,1
48074,Female,HR,76,22.0,8.0,12,85592.0,3,91493.2374956124,0
48075,Male,Finance,48,25.0,9.0,1,37535.0,3,42159.22957725242,0
48076,Male,HR,3,23.0,7.0,8,64302.0,9,60934.12579930199,0
48077,Male,HR,115,20.0,7.0,2,111701.0,7,120904.2748217717,0
48078,Male,Ops,14,22.0,1.0,7,126219.0,3,143229.70454432367,0
48079,Female,Tech,86,22.0,5.0,5,106853.0,7,120760.37538708038,0
48080,Female,,26,24.0,5.0,6,110678.0,8,108514.26192981226,0
48081,Female,Finance,35,23.0,2.0,7,73044.0,3,81824.42112631878,0
48082,Male,Sales,87,21.0,3.0,5,95987.0,8,111140.41901016953,0
48083,Female,HR,103,25.0,1.0,10,,2,47831.43675390133,1
48084,Female,Tech,4,25.0,8.0,1,50105.0,3,52660.730717357976,0
48085,Male,Sales,45,20.0,8.0,2,35733.0,10,43883.65380467296,0
48086,Male,Tech,26,23.0,9.0,12,93009.0,3,88449.09006280935,0
48087,Female,Finance,101,21.0,6.0,10,75843.0,3,70639.5181587983,0
48088,Female,,107,,9.0,12,128407.0,7,147697.92413170388,0
48089,Male,Ops,53,25.0,5.0,14,132892.0,10,158683.62370988948,0
48090,Male,Finance,113,20.0,4.0,14,149071.0,7,168752.34497956737,0
48091,Male,Finance,64,,5.0,12,134230.0,2,158040.73718235115,1
48092,Male,Finance,26,20.0,5.0,9,76521.0,1,83407.78204075931,1
48093,Male,Sales,90,23.0,4.0,6,125723.0,3,115902.31497283983,0
48094,Female,Finance,94,24.0,3.0,6,80890.0,1,,1
48095,Female,Ops,115,24.0,5.0,7,78626.0,7,99856.42772461985,0
48096,Female,HR,29,20.0,6.0,6,55984.0,4,51496.504141772464,0
48097,Female,Tech,96,24.0,7.0,0,86121.0,3,103785.8136907961,0
48098,Male,Sales,61,23.0,4.0,3,147081.0,1,144672.11712245355,1
48099,Male,Finance,14,21.0,3.0,3,47560.0,1,61528.94013101461,1
48100,Female,Tech,93,24.0,8.0,3,139674.0,4,151985.41816999135,0
48101,Male,Finance,53,23.0,7.0,13,105215.0,8,95653.20205599957,0
48102,Female,HR,59,20.0,3.0,2,97046.0,4,107518.76971705475,0
48103,Female,Ops,69,20.0,4.0,14,93634.0,5,91328.16714854534,0
48104,Female,Ops,30,23.0,6.0,13,56624.0,10,51059.35452367012,0
48105,Female,Sales,22,23.0,1.0,4,107637.0,8,116486.96510586399,0
48106,Female,Tech,96,,4.0,9,57628.0,2,58528.210397915194,1
48107,Female,Tech,81,21.0,6.0,6,109043.0,3,139374.84743774578,0
48108,Male,Ops,94,20.0,,8,136089.0,6,138706.85768728028,0
48109,Male,HR,6,23.0,1.0,12,110140.0,5,,0
48110,Female,Sales,5,21.0,6.0,4,88463.0,9,86037.44081394786,0
48111,Female,Finance,41,20.0,2.0,7,126518.0,7,125392.63814754112,0
48112,Female,Sales,100,23.0,,12,91552.0,10,101622.8663814568,0
48113,Male,Ops,86,21.0,7.0,0,39413.0,6,45060.931785865265,0
48114,Male,Finance,47,24.0,7.0,7,83358.0,1,106771.96154518615,1
48115,Male,Sales,23,20.0,7.0,8,81204.0,5,73423.57971792626,0
48116,Female,HR,77,22.0,6.0,1,31186.0,5,31832.680969951798,0
48117,Male,Tech,114,23.0,3.0,8,56310.0,8,55500.949942720355,0
48118,Female,Finance,102,22.0,1.0,4,97563.0,2,123804.62924601973,1
48119,Male,Sales,53,25.0,2.0,1,44287.0,1,55399.84300025338,1
48120,Female,HR,40,20.0,9.0,8,88968.0,4,95342.00124321082,0
48121,Female,Sales,108,24.0,3.0,7,61233.0,3,70964.85019779124,0
48122,Female,Finance,61,20.0,2.0,6,52667.0,6,,0
48123,Male,HR,80,24.0,8.0,14,32157.0,6,,0
48124,Male,Tech,14,20.0,8.0,8,115875.0,5,119697.6939109044,0
48125,Male,HR,22,21.0,,6,67671.0,4,87476.67591045638,0
48126,Female,Sales,68,22.0,4.0,12,140995.0,9,139934.99511341183,0
48127,Female,,111,21.0,2.0,0,89700.0,10,106183.30996228413,0
48128,Male,Sales,81,20.0,5.0,12,41923.0,3,49029.7227247905,0
48129,Male,Sales,3,21.0,7.0,3,66018.0,8,84968.17819935644,0
48130,Female,Sales,67,25.0,6.0,13,67534.0,3,68988.09829414064,0
48131,Female,Ops,73,20.0,9.0,0,76917.0,9,82662.48791046086,0
48132,Male,HR,38,20.0,8.0,6,31580.0,10,39640.65632120756,0
48133,Female,HR,7,20.0,7.0,6,84646.0,3,76981.68036553395,0
48134,Male,HR,13,24.0,2.0,12,116511.0,7,134561.50931584567,0
48135,Male,HR,96,24.0,1.0,0,31078.0,10,31370.597232250093,0
48136,Female,Finance,55,23.0,4.0,2,77036.0,7,69388.95445686135,0
48137,Male,Sales,114,24.0,5.0,3,105693.0,8,128957.8933025541,0
48138,Male,Ops,2,22.0,6.0,6,120055.0,1,138812.3073359439,1
48139,Female,Finance,108,20.0,5.0,5,,9,33839.0211876402,0
48140,Male,HR,37,20.0,9.0,13,31262.0,3,33652.20092893528,0
48141,Male,HR,110,25.0,2.0,12,137863.0,4,141915.14522790987,0
48142,Female,Ops,108,25.0,7.0,8,136235.0,6,125771.24621572513,0
48143,Female,HR,77,24.0,6.0,5,124284.0,4,159311.97959076354,0
48144,Male,HR,93,24.0,7.0,13,60410.0,7,66927.77139977843,0
48145,Male,HR,77,22.0,2.0,8,136462.0,9,165189.38675961393,0
48146,Female,HR,50,,2.0,6,122894.0,6,,0
48147,Female,Finance,20,20.0,3.0,0,144216.0,2,172490.57295926087,1
48148,Male,Finance,49,21.0,0.0,12,112343.0,2,111563.95353432476,1
48149,Male,Finance,11,24.0,3.0,13,124322.0,4,,0
48150,Male,HR,104,21.0,9.0,7,62269.0,4,57162.896544863346,0
48151,Male,Tech,50,22.0,2.0,1,,9,112659.07057661835,0
48152,Female,Finance,41,24.0,8.0,8,92470.0,4,97637.54481128961,0
48153,Female,Sales,119,22.0,9.0,11,141313.0,9,,0
48154,Female,Sales,73,22.0,7.0,9,137452.0,2,177596.78349785952,1
48155,Female,Tech,4,24.0,0.0,10,51194.0,3,50183.838141115215,0
48156,Male,Ops,43,21.0,1.0,13,72075.0,6,75515.93298201672,0
48157,Female,Sales,79,20.0,6.0,3,,6,59732.46463925131,0
48158,Male,Ops,100,,5.0,3,41862.0,5,50904.3786881941,0
48159,Male,Sales,31,20.0,1.0,5,145365.0,1,171384.85541505282,1
48160,Female,Tech,2,21.0,4.0,2,87619.0,5,113737.84053333997,0
48161,Female,Finance,12,23.0,2.0,11,120427.0,7,110128.18336125772,0
48162,Male,Ops,85,21.0,0.0,5,111124.0,8,103196.72101487627,0
48163,Female,Ops,112,21.0,5.0,7,63230.0,5,69355.90894495232,0
48164,Male,Tech,30,20.0,8.0,12,,10,77755.5596138013,0
48165,Male,Ops,44,22.0,3.0,4,127079.0,4,150070.21606278117,0
48166,Female,Sales,114,20.0,1.0,3,134141.0,8,156616.5983760302,0
48167,Male,Finance,87,21.0,1.0,2,145233.0,3,145331.2358071945,0
48168,Female,HR,75,21.0,9.0,12,,9,109294.26493681096,0
48169,Female,Tech,36,23.0,4.0,11,125759.0,10,,0
48170,Female,Ops,25,23.0,7.0,5,134921.0,6,167602.39918703152,0
48171,Male,Ops,71,22.0,7.0,13,99470.0,6,109070.68223856422,0
48172,Female,Ops,50,23.0,9.0,9,111670.0,2,105164.7218120864,1
48173,Male,Ops,72,23.0,1.0,13,111013.0,7,118912.06269277769,0
48174,Female,,22,22.0,3.0,1,48032.0,10,62159.18080619442,0
48175,Male,Sales,36,24.0,3.0,5,138406.0,3,,0
48176,Male,Sales,102,24.0,8.0,7,130898.0,7,161671.873860036,0
